Ticket ID,Ticket Type,Ticket Subject,Ticket Description,Ticket Status,Ticket Priority,Customer Satisfaction Rating
118,Billing inquiry,Product setup,"My {product_purchased} crashed, and I lost all the data stored on it. Is there any way to recover the lost data? I use PIPE and an application called HtmlDataHelper. Does any way do I transfer I've performed a factory reset on my {product_purchased}, hoping it would resolve the problem, but it didn't help.",Closed,Medium,5
119,Refund request,Data loss,"I'm having an issue with the {product_purchased}. Please assist. 1) Remove the {product_purchased_id}. Please assist. 2) Add the {product_purchased}.Please assist. I've followed the troubleshooting steps mentioned in the user manual, but the issue persists.",Open,High,
120,Billing inquiry,Software bug,"I'm having an issue with the {product_purchased}. Please assist.

Powered by WordPress 5.2.2.5 (I'm having an issue with the {product_purchased}. Please assist. The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.",Closed,Low,2
121,Billing inquiry,Refund request,"I'm having an issue with the {product_purchased}. Please assist. If there's a way to get this up, please let me know. Thanks!

Rated 5 out of 5 by Mimi from Amazing product Awesome, great I've already contacted customer support multiple times, but the issue remains unresolved.",Pending Customer Response,Medium,
122,Product inquiry,Peripheral compatibility,"I'm having an issue with the {product_purchased}. Please assist.

- Added more features, like:

- New filters for display/filter

- Added more filters for other filters

- New filters that I've performed a factory reset on my {product_purchased}, hoping it would resolve the problem, but it didn't help.",Open,Critical,
123,Refund request,Installation support,"I've noticed a software bug in the {product_purchased} app. It's causing data loss and unexpected errors. How can I resolve this issue?

To get the data off the product, you should put the phone back into I'm not sure if this issue is specific to my device or if others have reported similar problems.",Open,Low,
124,Product inquiry,Battery life,"I'm having an issue with the {product_purchased}. Please assist.

* As of 12.09.2017, this is affected by:

* [1]

* [2]

* [3 I've performed a factory reset on my {product_purchased}, hoping it would resolve the problem, but it didn't help.",Pending Customer Response,Low,
125,Technical issue,Product setup,"I'm having an issue with the {product_purchased}. Please assist. -D -D -C -S #define DO_DIRECTX_BOTTOM 1 //[0 or 1] Partially subverts the black contour I've tried different settings and configurations on my {product_purchased}, but the issue persists.",Pending Customer Response,High,
126,Refund request,Display issue,"I'm having an issue with the {product_purchased}. Please assist.

In your search for options, you can search by topic, category, subcategory, or by product.

Do you want any additional information like your I've tried clearing the cache and data for the {product_purchased} app, but the issue persists.",Open,Medium,
127,Billing inquiry,Cancellation request,"I'm having an issue with the {product_purchased}. Please assist.

[28] https://www.wizards.com/en-US/Product/World/The-Oblivion.pau/Product I've followed the troubleshooting steps mentioned in the user manual, but the issue persists.",Open,Low,
128,Refund request,Cancellation request,"I'm having an issue with the {product_purchased}. Please assist.

1. Select a product and wait for the results until it has opened up.

2. Enter your email, the username, and the product type The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.",Pending Customer Response,Low,
